alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     S3                       S4                       CO2                      SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
2.6750000000000000e+01   1.2790443494534858e-02   1.8000000000000000e+02   5.1491319504900262e+17   2.6928901000000016e+04   7.8502103401172204e-10   1.4984105976552905e-12   1.2612243848971785e-09   7.0857035772877190e-11   1.8028658050923673e-15   1.0592623610967018e-15   7.9792058618928075e-20   1.7411031044449899e-02   3.1431944421452204e-03   1.6011306420922063e-11   9.2200089195321249e-11   9.4282186323513736e-05   3.0386355333084246e-14   5.7412023826089643e-09   1.7432064146508190e-15   3.3413271229507846e-17   3.7479094969372411e-17   4.7524188709638761e-17   9.7259808413446733e-22   6.5323790989770328e-12   1.6322845493846138e-22   2.1492238402788286e-22   1.0355933983621655e-18   4.9564945788461956e-19   3.9690633455222357e-22   3.2355120314828118e-18   1.0219696608486887e-22   8.1255762870034634e-21   8.3595112688345588e-15   3.0316383088080679e-22   1.3884417179102110e-22   9.8125172654846836e-17   9.8757451249923879e-17   6.3751823404969286e-29   1.3282668925316104e-18   1.5335277084902788e-10   1.3205442259519157e-19   1.5894347878379164e-16   1.6075180849178043e-14   3.5633837354393694e-16   8.5158311094248839e-22   5.5011372198071506e-25   7.1188881536382683e-26   8.6560038953849547e-21   7.9785957380475834e-23   1.4034457517252862e-21   3.4142120443599164e-21   7.4538149053107318e-09   1.2625279553020325e-09   3.4003988424195606e-12   4.8864624825363193e-12   1.3490103213210784e-12   9.8423883454914011e-12   8.1469720853829223e-13   6.5475251717973567e-14   8.1276708780838129e-10   5.9733112712091114e-10   2.3074355596035362e-16   3.4027705488869776e-19   1.4122642360916926e-19   8.8868074323952319e-08   2.3413041588570036e-23   9.0673849703555525e-17   1.0553718999514185e-26   7.3962147664734297e-27   2.4213064767940343e-13   1.5797493747331884e-14   2.9917551314837037e-03   6.5410334416546180e-11   2.0095333361583136e-11   3.5539612879988059e-16   2.1456699706764147e-19   9.0519534539811264e-01   5.0972178476379004e-01   2.6197870320189303e+00   2.0245391625969642e-03   1.6291207731248043e-02   2.0474065983534753e-02   8.0150098315279823e-05   8.0150098315279823e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.7250000000000000e+01   1.1693250567416226e-02   1.8000000000000000e+02   4.7074278642093440e+17   2.9104478999999981e+04   9.5432991705219900e-10   1.7260094669360114e-12   1.3367993282124781e-09   8.9397214722114216e-11   2.1336322495809448e-15   1.0241723793870703e-15   7.2844550125597694e-20   1.7411689565805761e-02   3.1438300227581337e-03   1.5506376048251767e-11   8.2284792217791407e-11   9.3961894316475981e-05   2.9234241507371648e-14   5.7086807142262815e-09   2.1528348407254497e-15   4.0583304147574490e-17   3.8746745795735374e-17   5.3040007998353996e-17   1.1896874422230625e-21   8.9867188178392845e-12   1.7232686559763392e-22   2.3562283666752136e-22   1.2839850574846265e-18   5.4817740745150276e-19   4.3428111793215362e-22   3.3837728561394035e-18   1.0982858963904720e-22   7.6495079952160395e-21   7.8800029273899288e-15   2.7954065001643876e-22   1.1466119843025795e-22   9.4423152803540735e-17   9.9059428456090388e-17   1.0030088418268197e-28   1.1545271518972658e-18   1.5690858594245589e-10   1.2514993817135033e-19   1.5629948418732441e-16   1.5921577902001028e-14   3.2782380776768321e-16   1.0061942839829761e-21   5.6261781158385494e-25   7.2776407476207203e-26   8.2150982342307070e-21   9.3839843737275808e-23   1.7284637940430527e-21   3.8968190072592143e-21   7.1692796701336003e-09   1.4843737579568805e-09   3.1492883953150010e-12   3.9143195449988531e-12   1.4397541624228167e-12   9.1299316289205843e-12   6.9352130352113480e-13   6.7619824240485522e-14   8.5422106689167072e-10   6.1971987441208724e-10   2.7007147407613615e-16   3.3470022844073654e-19   1.4195255386698113e-19   9.2612574652864819e-08   3.0980568593092434e-23   1.0611053444770914e-16   8.4317291123719247e-27   6.8209247943899897e-27   2.2071479914471718e-13   1.2436445467069774e-14   2.9913794419098604e-03   6.4702499793684498e-11   1.9341628245386564e-11   3.7141433458389344e-16   2.2423783487224209e-19   8.1812850915217172e-01   4.4851881316413000e-01   2.5030043760365888e+00   1.9342909640329919e-03   1.7804438905967529e-02   2.2370865582659345e-02   8.7655940829764654e-05   8.7655940829764654e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.7750000000000000e+01   1.0690327819837463e-02   1.8000000000000000e+02   4.3036747366780256e+17   3.1455820999999985e+04   1.1593428170369613e-09   1.9948732996290392e-12   1.4159017527135625e-09   1.1275237296607949e-10   2.5216008036024915e-15   9.9127296051305945e-16   6.7835899001681136e-20   1.7412355572583478e-02   3.1444730589275617e-03   1.4993493742609713e-11   7.3803198562775836e-11   9.3637860560505666e-05   2.8097857898287846e-14   5.6764823428870282e-09   2.6346768154545498e-15   4.8552380426152680e-17   3.9676838951519443e-17   5.9455167548416983e-17   1.4300440233569046e-21   1.2085337306913052e-11   1.8197070332206470e-22   2.5737781616215946e-22   1.5861972682061529e-18   6.0485847728126092e-19   4.7415869674993120e-22   3.5333053275119600e-18   1.1911705826716989e-22   7.1948006945737573e-21   7.4216750641153119e-15   2.5692070401617354e-22   9.4342662592619358e-23   9.0774377437247922e-17   9.9259921493622741e-17   1.6232342228723277e-28   1.0055386898914427e-18   1.6045089645735421e-10   1.2186064330619409e-19   1.5322206535080386e-16   1.5718071371385054e-14   3.0094554351202507e-16   1.2230387307398933e-21   5.7399030042943266e-25   7.4209000698466493e-26   7.7654496222160017e-21   1.1346630894253359e-22   2.1740788470433938e-21   4.5555201034311596e-21   6.8600342745023273e-09   1.7364557397904053e-09   2.9060062339539869e-12   3.1207005904199392e-12   1.5266643021850817e-12   8.3876995689497672e-12   5.8898540721848135e-13   6.9331081629168858e-14   8.9261058477373467e-10   6.3958865395998785e-10   3.1703083132135572e-16   3.3537141961590524e-19   1.4437010209106254e-19   9.6401721626263814e-08   4.1107192939992826e-23   1.2399840654746878e-16   6.9014339505993265e-27   6.4401618004998441e-27   1.9829971059141893e-13   9.7176599987927922e-15   2.9909993396026739e-03   6.3917244415478562e-11   1.8608361818848000e-11   3.8762328200436971e-16   2.3402383110559779e-19   7.3845476882598438e-01   3.9450411853395151e-01   2.3881883158167247e+00   1.8455625264337328e-03   1.9459623596098874e-02   2.4445026636676061e-02   9.5863435024166213e-05   9.5863435024166213e-05   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.8250000000000000e+01   9.7735627029080802e-03   1.8000000000000000e+02   3.9346066463735091e+17   3.3997127999999982e+04   1.4070197863814371e-09   2.3141435436654784e-12   1.4986162743431642e-09   1.4213413580163138e-10   2.9756695180150270e-15   9.6161813484244532e-16   6.4649939765702912e-20   1.7413029146375859e-02   3.1451236359700181e-03   1.4477720471630985e-11   6.6629668841779674e-11   9.3310042960460655e-05   2.6990825848556629e-14   5.6446041014937871e-09   3.2004313695138585e-15   5.7303667573578370e-17   4.0329247709738554e-17   6.6989488752994687e-17   1.6916451411697621e-21   1.5920444823023522e-11   1.9220498615825255e-22   2.8020367679290216e-22   1.9525664289508116e-18   6.6598642639121676e-19   5.1677238339053896e-22   3.6832304642487224e-18   1.2998671312530920e-22   6.7620478705457594e-21   6.9851833903143806e-15   2.3549280590438345e-22   7.7419362450934467e-23   8.7219826116319628e-17   9.9407609582219273e-17   2.6989181344020826e-28   8.7852038659904661e-19   1.6398959111670164e-10   1.2202306656098147e-19   1.4979310896332066e-16   1.5474293152944453e-14   2.7593321834642299e-16   1.5279274114417811e-21   5.8473100754428201e-25   7.5547069170286983e-26   7.3193251715734421e-21   1.4089829208430213e-22   2.7875317572395145e-21   5.4468342158983759e-21   6.5274852686588598e-09   2.0195260298729226e-09   2.6705426618170965e-12   2.4751848742976772e-12   1.6065023464125258e-12   7.6248533423636856e-12   4.9920886186678708e-13   7.0499231525822187e-14   9.2650014387159224e-10   6.5622802746485348e-10   3.7346633116912825e-16   3.4179837923129135e-19   1.4837684066705214e-19   1.0023596048561215e-07   5.4719180493583585e-23   1.4470937001969098e-16   5.7737112960117877e-27   6.2096299279024379e-27   1.7529957677812535e-13   7.5212676624475700e-15   2.9906147724090221e-03   6.3060850877597400e-11   1.7895237505421876e-11   4.0402498236741545e-16   2.4392620007437565e-19   6.6568979302734588e-01   3.4685083699614161e-01   2.2757723432540717e+00   1.7586888470022279e-03   2.1270056075799088e-02   2.6713093434127734e-02   1.0483804559513635e-04   1.0483804559513635e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.8750000000000000e+01   8.9355419133685075e-03   1.8000000000000000e+02   3.5972391716305997e+17   3.6743745000000039e+04   1.7054847876929774e-09   2.6953443373205202e-12   1.5851077308431305e-09   1.7903906842005926e-10   3.5058187167371893e-15   9.3613166772171822e-16   6.3161893565739132e-20   1.7413710369684140e-02   3.1457818405471031e-03   1.3963147460492102e-11   6.0632124726964153e-11   9.2978398838869703e-05   2.5923320925482940e-14   5.6130417740943481e-09   3.8633874121169354e-15   6.6798225345477043e-17   4.0756703859196922e-17   7.5927016160111127e-17   1.9713677955452553e-21   2.0584406151583173e-11   2.0308443892148264e-22   3.0414069130355640e-22   2.3952308653589483e-18   7.3192501631621421e-19   5.6243738457315620e-22   3.8326017467217408e-18   1.4240608885739071e-22   6.3515219792044371e-21   6.5708542018682016e-15   2.1537210138281819e-22   6.3424494388558071e-23   8.3789928548729513e-17   9.9544959809325447e-17   4.5935126681677938e-28   7.7075768215620175e-19   1.6753390731980648e-10   1.2546776811723673e-19   1.4609227470896979e-16   1.5199255600841165e-14   2.5291070441565072e-16   1.9553091758904155e-21   5.9535637532426161e-25   7.6852541372793207e-26   6.8860916933025198e-21   1.7905080867034580e-22   3.6276105985265213e-21   6.6350555145390010e-21   6.1741343867629647e-09   2.3331859216872800e-09   2.4429465332484995e-12   1.9521456034600135e-12   1.6759051206554215e-12   6.8523943001130460e-12   4.2241985218879755e-13   7.1034876607476294e-14   9.5446045909465249e-10   6.6896867927649203e-10   4.4174141156471206e-16   3.5365004812965062e-19   1.5388371114449873e-19   1.0411575204250130e-07   7.3103277176026313e-23   1.6866713967901278e-16   4.9238929136693566e-27   6.0969470432231809e-27   1.5222017816066248e-13   5.7519128575531068e-15   2.9902256862460543e-03   6.2139992639275667e-11   1.7201961937393757e-11   4.2062146473208824e-16   2.5394616680344566e-19   5.9936404651958874e-01   3.0482547219654804e-01   2.1661075665113887e+00   1.6739412578074897e-03   2.3250266024299197e-02   2.9193151180011218e-02   1.1465133336182526e-04   1.1465133336182526e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.9250000000000000e+01   8.1694910279964950e-03   1.8000000000000000e+02   3.2888450888722016e+17   3.9712262000000017e+04   2.0641774831474778e-09   3.1529917610212936e-12   1.6756466591466926e-09   2.2531026392929022e-10   4.1231776669938015e-15   9.1560375485834922e-16   6.3248876621362674e-20   1.7414399325805463e-02   3.1464477611697727e-03   1.3452974512593048e-11   5.5678800948044477e-11   9.2642884960130619e-05   2.4902457435428800e-14   5.5817902066382659e-09   4.6384034434611958e-15   7.6971740703859273e-17   4.1003335645731799e-17   8.6631703421700069e-17   2.2649242669509827e-21   2.6168976643257251e-11   2.1467306943533562e-22   3.2925519402867672e-22   2.9284524140568133e-18   8.0312189196928274e-19   6.1156578889860158e-22   3.9804444237898419e-18   1.5639244727892413e-22   5.9632344751550554e-21   6.1787466761473062e-15   1.9661383574164892e-22   5.1916996983641152e-23   8.0505820124405055e-17   9.9708566311416664e-17   7.9614178696881709e-28   6.7967966165276322e-19   1.7109248580560299e-10   1.3202936432101371e-19   1.4219341046892777e-16   1.4901119284842352e-14   2.3191686119192820e-16   2.5506409425625059e-21   6.0638949139662992e-25   7.8187429539990914e-26   6.4725458985104861e-21   2.3166525982038338e-22   4.7637553335988720e-21   8.1902351342605829e-21   5.8035647518048209e-09   2.6756764105764662e-09   2.2234263614017726e-12   1.5301625313705320e-12   1.7317031780315947e-12   6.0830050440641547e-12   3.5698807097363438e-13   7.0880796781279010e-14   9.7521438663945851e-10   6.7725929207146388e-10   5.2487705434117147e-16   3.7073428720228530e-19   1.6081864836947652e-19   1.0804157395459272e-07   9.8053530898564729e-23   1.9635301745732977e-16   4.2690545459704477e-27   6.0784126003549969e-27   1.2963261681982104e-13   4.3346429853934539e-15   2.9898320245791026e-03   6.1161677349457136e-11   1.6528243994839518e-11   4.3741477560119013e-16   2.6408496684919335e-19   5.3902424400816151e-01   2.6777750586851612e-01   2.0594731819807142e+00   1.5915355183871546e-03   2.5416130523602604e-02   3.1904969186201289e-02   1.2538152184200785e-04   1.2538152184200785e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
2.9750000000000000e+01   7.4692193575792657e-03   1.8000000000000000e+02   3.0069321721145402e+17   4.2920603999999999e+04   2.4940219272867584e-09   3.7053352252458169e-12   1.7706391545511942e-09   2.8321189226735638e-10   4.8400915676603181e-15   9.0070584028780896e-16   6.4796961567321931e-20   1.7415096098734466e-02   3.1471214888814901e-03   1.2949611211716591e-11   5.1642956670758079e-11   9.2303457543700614e-05   2.3932708665831137e-14   5.5508433903975805e-09   5.5419066558932666e-15   8.7733922825075349e-17   4.1105011404072524e-17   9.9566019412355533e-17   2.5669233227683774e-21   3.2764803776659211e-11   2.2704368641628458e-22   3.5564026485618246e-22   3.5690034092915583e-18   8.8012334418967378e-19   6.6468257576761048e-22   4.1257989222044193e-18   1.7201464651681986e-22   5.5969861784579099e-21   5.8087050043879013e-15   1.7922655693114066e-22   4.2495788475041089e-23   7.7380655480689821e-17   9.9929641568565262e-17   1.3971950738271380e-27   6.0291095904753768e-19   1.7467341276028024e-10   1.4155371374232599e-19   1.3816212745102132e-16   1.4587042186285855e-14   2.1292584321816736e-16   3.3733008622997897e-21   6.1835644664037387e-25   7.9613112158612462e-26   6.0833156691225526e-21   3.0346194292950776e-22   6.2732636526555971e-21   1.0185186902275021e-20   5.4203107193337095e-09   3.0437783561670454e-09   2.0124020782319754e-12   1.1913978733340893e-12   1.7712743984945809e-12   5.3304519838672494e-12   3.0143821590377951e-13   7.0021250079663128e-14   9.8779090270092630e-10   6.8074415609961872e-10   6.2671973633007106e-16   3.9297710233014762e-19   1.6912878777944337e-19   1.1201392148198234e-07   1.3207789152129318e-22   2.2831207224411815e-16   3.7534448340044426e-27   6.1366556703554486e-27   1.0812492788735235e-13   3.2102328302362287e-15   2.9894337278494167e-03   6.0133157065876040e-11   1.5873793926229660e-11   4.5440697896570176e-16   2.7434384632633977e-19   4.8424145471081159e-01   2.3513015418861663e-01   1.9560857921741863e+00   1.5116390164987435e-03   2.7784834618993535e-02   3.4870157345713186e-02   1.3711411638369056e-04   1.3711411638369056e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.0250000000000000e+01   6.8290695684264718e-03   1.8000000000000000e+02   2.7492229117722762e+17   4.6388146999999983e+04   3.0076147264697903e-09   4.3752783676252981e-12   1.8706603808895685e-09   3.5551939739933862e-10   5.6701917155902688e-15   8.9202478421522123e-16   6.7704605454295901e-20   1.7415800773087721e-02   3.1478031180298752e-03   1.2454796203317893e-11   4.8405996018477231e-11   9.1960072261416923e-05   2.3016346618664535e-14   5.5201945223419315e-09   6.5919100119347171e-15   9.8970804346029748e-17   4.1090451744354907e-17   1.1531381065932025e-16   2.8710553096059315e-21   4.0461107681037807e-11   2.4027764348822398e-22   3.8341554350110164e-22   4.3366313222229340e-18   9.6359221502040403e-19   7.2244421364323757e-22   4.2677498883617993e-18   1.8939588011046278e-22   5.2524095163689555e-21   5.4604017788982696e-15   1.6318432731733536e-22   3.4806848989154213e-23   7.4420951167891559e-17   1.0023464819045854e-16   2.4696141265395868e-27   5.3830518537551152e-19   1.7828425158997965e-10   1.5390243931928869e-19   1.3405454517233194e-16   1.4263116081669073e-14   1.9586605424867575e-16   4.5001418603121997e-21   6.3179043068451023e-25   8.1190499406681575e-26   5.7212866679307204e-21   4.0028907696521610e-22   8.2362382214924956e-21   1.2691668608531819e-20   5.0296388113526495e-09   3.4328394282292384e-09   1.8104980596938644e-12   9.2100425738741701e-13   1.7928742114789348e-12   4.6086028353336939e-12   2.5445080329418222e-13   6.8487048690336036e-14   9.9165819657720884e-10   6.7932469570887705e-10   7.5214030276776323e-16   4.2040344063687198e-19   1.7878147240227809e-19   1.1603330788802101e-07   1.7868838393100239e-22   2.6515978005877546e-16   3.3391364516372865e-27   6.2589508894782844e-27   8.8239328356760911e-14   2.3306132325249671e-15   2.9890307329179539e-03   5.9061797841568086e-11   1.5238322556757949e-11   4.7160015697533767e-16   2.8472406231277777e-19   4.3459152989400462e-01   2.0637214385700348e-01   1.8561076882939054e+00   1.4343771687876771e-03   3.0375382284428983e-02   3.8112337120546347e-02   1.4994258071772125e-04   1.4994258071772125e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.0750000000000000e+01   6.2438716586066777e-03   1.8000000000000000e+02   2.5136359865729584e+17   5.0135832000000009e+04   3.6193810275254609e-09   5.1914356252182467e-12   1.9764909959237842e-09   4.4562000938686561e-10   6.6283529595648225e-15   8.9009906378642662e-16   7.1880869233848380e-20   1.7416513433981401e-02   3.1484927468612579e-03   1.1969670507018607e-11   4.5859772775271276e-11   9.1612684254124989e-05   2.2154195638940340e-14   5.4898360506413161e-09   7.8078713565144577e-15   1.1054688121153291e-16   4.0982173746823965e-17   1.3460536370772507e-16   3.1703141989071296e-21   4.9345451095905292e-11   2.5447043472823143e-22   4.1273462894577806e-22   5.2546142691287554e-18   1.0543333112895136e-18   7.8566248725231721e-22   4.4053326494244252e-18   2.0871691170645461e-22   4.9290048226215931e-21   5.1333741305469962e-15   1.4843883129191404e-22   2.8545106536859690e-23   7.1628818844673855e-17   1.0064681623350004e-16   4.3766668718728361e-27   4.8396666337916041e-19   1.8193206657334378e-10   1.6895786311125492e-19   1.2991867034445120e-16   1.3934543570537862e-14   1.8063735373555102e-16   6.0298059670746737e-21   6.4724582248969693e-25   8.2981349879525786e-26   5.3880122153454823e-21   5.2925049610787511e-22   1.0728109455050375e-20   1.5776086987585126e-20   4.6373290852781301e-09   3.8368698800902637e-09   1.6184824729248965e-12   7.0663469331836083e-13   1.7958911808904977e-12   3.9302906201170399e-12   2.1485726116126330e-13   6.6355796632341455e-14   9.8681485707234060e-10   6.7319399609167496e-10   9.0725881646257385e-16   4.5311245252878219e-19   1.8976375335332324e-19   1.2010026420373440e-07   2.4280424778378175e-22   3.0758918932219413e-16   3.0000924829536155e-27   6.4360308100450280e-27   7.0411202560234990e-14   1.6551367669176275e-15   2.9886229726720018e-03   5.7954924157361854e-11   1.4621540650675751e-11   4.8899640950609854e-16   2.9522688258848162e-19   3.8967141053505749e-01   1.8105039649974836e-01   1.7596541969655544e+00   1.3598390982525782e-03   3.3208521729626940e-02   4.1657328386471008e-02   1.6396907624648848e-04   1.6396907624648848e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.1250000000000000e+01   5.7089009128665812e-03   1.8000000000000000e+02   2.2982693371956464e+17   5.3917199999999997e+04   4.3459117458802374e-09   6.1891365151612044e-12   2.0894386409296314e-09   5.5766086316780770e-10   7.7309969639905722e-15   8.9538934019740994e-16   7.7250666593219940e-20   1.7417235961290186e-02   3.1491922146217092e-03   1.1494998346942775e-11   4.3906448742037250e-11   9.1260372685536285e-05   2.1346805402381050e-14   5.4596847782190765e-09   9.2122976817682245e-15   1.2233318145722052e-16   4.0805596468348762e-17   1.5833070890157489e-16   3.4581533242846759e-21   5.9528831225097278e-11   2.6983472844910802e-22   4.4395653983980629e-22   6.3531544950346492e-18   1.1535744354072630e-18   8.5556115645615594e-22   4.5372806596773110e-18   2.3028476594047478e-22   4.6254358450784276e-21   4.8262903486861811e-15   1.3493094308666407e-22   2.3447545662547916e-23   6.9005141536948288e-17   1.0119060441460295e-16   7.7529604300816317e-27   4.3822277572495632e-19   1.8563263600668096e-10   1.8669656271236994e-19   1.2579779074585442e-16   1.3606067848260216e-14   1.6709184581358783e-16   8.0915629207592485e-21   6.6519569924168619e-25   8.5033916078400611e-26   5.0831630012653071e-21   6.9910675075181385e-22   1.3818205857394695e-20   1.9505910305720479e-20   4.2486950826073804e-09   4.2493760036808706e-09   1.4373280394009430e-12   5.3793606138932078e-13   1.7809959047305268e-12   3.3063699640847498e-12   1.8162905944934595e-13   6.3741533197120875e-14   9.7388257687599057e-10   6.6289046413418465e-10   1.1001537523848017e-15   4.9133789117849392e-19   2.0209947919482987e-19   1.2422559039518779e-07   3.3136654557164313e-22   3.5641059953333873e-16   2.7183249346461690e-27   6.6622147810336623e-27   5.4930722167845602e-14   1.1481613009341684e-15   2.9882093492294565e-03   5.6816885510364521e-11   1.4021697579630960e-11   5.0664171901706084e-16   3.0588006862121622e-19   3.4908376046379358e-01   1.5874698210226781e-01   1.6669445192859178e+00   1.2881942008040814e-03   3.6306807744918221e-02   4.5533353594479631e-02   1.7930526984419527e-04   1.7930526984419527e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.1750000000000000e+01   5.2198394899438949e-03   1.8000000000000000e+02   2.1013847022258486e+17   5.7867748000000051e+04   5.2063249549678546e-09   7.4122439537307976e-12   2.2112990925544738e-09   6.9672659076486780e-10   8.9963936839533547e-15   9.0840337282058194e-16   8.3759691801920997e-20   1.7417971044788740e-02   3.1499041510901155e-03   1.1031345233697642e-11   4.2459730118137897e-11   9.0901820270864608e-05   2.0593479383763967e-14   5.4296282705537626e-09   1.0830690011233334e-14   1.3420775451049253e-16   4.0583562282936594e-17   1.8757950263576737e-16   3.7286206950001083e-21   7.1142875604029822e-11   2.8664048064581188e-22   4.7755532027434372e-22   7.6704944500499373e-18   1.2628876136983547e-18   9.3372897194064782e-22   4.6623150527384428e-18   2.5452325267632659e-22   4.3401508190124861e-21   4.5375902926519527e-15   1.2259096107061037e-22   1.9295265982085212e-23   6.6546922960756291e-17   1.0188833749655489e-16   1.3700238709317267e-26   3.9962512879755809e-19   1.8940549864415596e-10   2.0716683943734744e-19   1.2172502726896869e-16   1.3281403387765388e-14   1.5507081475194895e-16   1.0854037431569685e-20   6.8610443091549669e-25   8.7391357032075919e-26   4.8055450737400407e-21   9.2045860593042782e-22   1.7562510994167373e-20   2.3948200998527279e-20   3.8684314869208440e-09   4.6637007174266674e-09   1.2679806711417633e-12   4.0623354026592637e-13   1.7499438198963549e-12   2.7444760563755909e-12   1.5386135174237140e-13   6.0778503065085195e-14   9.5399679362578469e-10   6.4922438183560097e-10   1.3414274407936981e-15   5.3544395794674251e-19   2.1584397073120230e-19   1.2842474557121894e-07   4.5418685397510006e-22   4.1256001629089834e-16   2.4811293172810929e-27   6.9344314490823690e-27   4.1908373007556364e-14   7.7733156934884883e-16   2.9877882959523654e-03   5.5650466122977970e-11   1.3436652577573265e-11   5.2460193655733748e-16   3.1672337734901970e-19   3.1244942370635365e-01   1.3909150723659192e-01   1.5781734389890811e+00   1.2195930029152086e-03   3.9694837081705472e-02   4.9771260859946924e-02   1.9607321654292064e-04   1.9607321654292064e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
3.2250000000000000e+01   4.7727413275410928e-03   1.8000000000000000e+02   1.9213934897227539e+17   6.2107755999999965e+04   6.2223620536844451e-09   8.9153684429638354e-12   2.3440270808744979e-09   8.6899898990005347e-10   1.0444362362303120e-14   9.2980059961132521e-16   9.1361273144568592e-20   1.7418719645019738e-02   3.1506295195288291e-03   1.0579014558524358e-11   4.1443645606175548e-11   9.0536552320915283e-05   1.9891670983915268e-14   5.3996290925138993e-09   1.2689308343691603e-14   1.4603016460138025e-16   4.0327377044508704e-17   2.2368895387277213e-16   3.9756720326221040e-21   8.4302493110384713e-11   3.0507266989382495e-22   5.1387715279236100e-22   9.2503006088786743e-18   1.3838013239206873e-18   1.0217992039837910e-21   4.7796195679726491e-18   2.8188123655832864e-22   4.0723616181235475e-21   4.2665042156835719e-15   1.1133948244851815e-22   1.5912173150814126e-23   6.4245950519098971e-17   1.0275554488750558e-16   2.4106763827092571e-26   3.6694927089614863e-19   1.9326102903621563e-10   2.3037909220240618e-19   1.1772057590216639e-16   1.2962867588738290e-14   1.4444655593745355e-16   1.4529351297907641e-20   7.1058998742485575e-25   9.0112041045703467e-26   4.5543253656978363e-21   1.2052700372622499e-21   2.1982803260522752e-20   2.9152807543652015e-20   3.5011237856659323e-09   5.0727844791462930e-09   1.1111382103960756e-12   3.0431131052884349e-13   1.7053783843820687e-12   2.2486712902434849e-12   1.3076191162387109e-13   5.7613041968086930e-14   9.2864642422132422e-10   6.3317253656903632e-10   1.6443113606208578e-15   5.8581754539452973e-19   2.3105902894696997e-19   1.3270333639743717e-07   6.2503763097682485e-22   4.7706613505249237e-16   2.2791601288928408e-27   7.2503492974743646e-27   3.1284023031575106e-14   5.1342337733734147e-16   2.9873592300925268e-03   5.4460876770897208e-11   1.2865888246540577e-11   5.4290068586759108e-16   3.2777107137828130e-19   2.7942972323027560e-01   1.2177553564345668e-01   1.4933306510698228e+00   1.1540275410060346e-03   4.3399477242229534e-02   5.4404767740171160e-02   2.1440632407069811e-04   2.1440632407069811e-04   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
